199219	60.9
199220	64.8
199221	62.05
199222	62.22
199223	62.1
199224	61.07
199225	63.0
199226	62.0
199227	61.5
199228	62.6
199229	65.8
199230	63.9
199231	63.22
199232	64.95
199233	62.7
199234	63.75
199235	63.95
199236	64.0
199237	61.6
199238	65.25
199239	60.4
199240	61.6
199241	61.75
199242	62.15
199243	63.72
199244	60.6
199245	63.35
199246	62.55
199247	64.4
199248	63.8
199249	62.9
199250	63.65
199251	61.5
199252	61.2
199301	67.95
199302	64.05
199303	64.96
199304	62.88
199305	62.6
199306	61.5
199307	60.8
199308	64.64
199309	63.75
199310	62.37
199311	63.0
199312	61.6
199313	63.44
199314	62.0
199315	60.8
199316	60.5
199317	60.72
199318	62.08
199319	62.01
199320	61.2
199321	59.34
199322	61.34
199323	60.9
199324	62.12
199325	63.42
199326	65.8
199327	64.95
199328	63.72
199329	62.32
199330	64.21
199331	66.04
199332	64.8
199333	66.55
199334	65.66
199335	65.54
199336	65.52
199337	66.0
199338	66.0
199339	66.14
199340	67.22
199341	65.52
199342	64.68
199343	63.65
199344	62.7
199345	67.26
199346	68.04
199347	65.85
199348	65.12
199349	66.11
199350	66.67
199351	65.88
199352	70.0
199401	66.54
199402	65.74
199403	66.89
199404	63.96
199405	68.32
199406	65.0
199407	68.95
199408	63.68
199409	67.07
199410	67.62
199411	67.32
199412	67.78
199413	67.39
199414	67.8
199415	66.57
199416	67.23
199417	66.15
199418	65.0
199419	67.45
199420	66.0
199421	66.15
199422	66.61
199423	66.52
199424	68.67
199425	70.44
199426	70.5
199427	67.88
199428	71.25
199429	68.57
199430	68.6
199431	69.42
199432	70.75
199433	68.62
199434	70.0
199435	72.0
199436	71.54
199437	72.03
199438	68.0
199439	69.01
199440	70.6
199441	69.74
199442	69.8
199443	69.28
199444	71.16
199445	72.28
199446	73.69
199447	75.6
199448	74.88
199449	74.45
199450	74.5
199451	75.6
199452	72.6
199453	71.87
199501	84.72
199502	80.23
199503	84.0
199504	79.83
199505	82.77
199506	83.07
199507	83.61
199508	84.4
199509	83.7
199510	81.24
199511	84.0
199512	82.72
199513	83.6
199514	83.51
199515	84.75
199516	82.5
199517	82.63
199518	82.47
199519	83.03
199520	83.22
199521	84.7
199522	85.1
199523	81.0
199524	77.52
199525	80.34
199526	79.37
199527	82.08
199528	80.64
199529	80.04
199530	80.4
199531	79.33
199532	81.6
199533	79.68
199534	80.49
199535	80.01
199536	81.37
199537	81.8
199538	82.53
199539	82.64
199540	83.49
199541	83.6
199542	81.18
199543	80.46
199544	82.53
199545	84.18
199546	85.14
199547	85.8
199548	84.6
199549	85.04
199550	85.4
199551	85.05
199552	84.32
199601	85.25
199602	83.56
199603	84.67
199604	81.76
199605	84.63
199606	87.04
199607	86.07
199608	82.11
199609	83.84
199610	83.59
199611	86.24
199612	85.12
199613	81.6
199614	83.18
199615	81.95
199616	84.42
199617	81.0
199618	82.12
199619	82.11
199620	80.04
199621	81.36
199622	79.46
199623	82.8
199624	78.85
199625	77.28
199626	80.62
199627	78.27
199628	78.89
199629	78.3
199630	78.47
199631	78.28
199632	77.38
199633	77.33
199634	79.38
199635	78.72
199636	77.97
199637	78.65
199638	80.55
199639	80.58
199640	81.4
199641	80.49
199642	80.12
199643	80.05
199644	80.0
199645	79.87
199646	80.91
199647	82.77
199648	83.71
199649	82.46
199650	83.7
199651	83.16
199652	84.39
199701	80.79
199702	82.74
199703	81.25
199704	80.09
199705	80.48
199706	79.92
199707	81.51
199708	79.92
199709	80.93
199710	78.96
199711	81.62
199712	79.06
199713	79.56
199714	79.76
199715	80.35
199716	80.06
199717	80.68
199718	79.8
199719	78.72
199720	79.0
199721	76.57
199722	79.38
199723	80.08
199724	79.11
199725	80.83
199726	81.44
199727	81.28
199728	82.36
199729	84.54
199730	81.74
199731	83.05
199732	83.05
199733	81.9
199734	83.57
199735	84.28
199736	83.22
199737	80.32
199738	80.94
199739	81.9
199740	79.18
199741	81.08
199742	84.28
199743	80.6
199744	80.85
199745	84.05
199746	83.68
199747	81.04
199748	83.2
199749	83.86
199750	82.45
199751	81.84
199752	82.72
199801	84.48
199802	79.92
199803	80.51
199804	79.11
199805	80.92
199806	80.56
199807	82.56
199808	79.68
199809	80.6
199810	80.73
199811	83.33
199812	80.06
199813	78.85
199814	82.11
199815	80.24
199816	80.64
199817	81.6
199818	82.6
199819	81.86
199820	81.0
199821	79.56
199822	80.23
199823	83.47
199824	85.18
199825	83.5
199826	83.43
199827	84.18
199828	84.79
199829	87.0
199830	84.94
199831	85.91
199832	87.36
199833	86.4
199834	86.45
199835	82.34
199836	83.82
199837	85.13
199838	84.85
199839	84.66
199840	85.03
199841	82.62
199842	81.3
199843	82.32
199844	83.05
199845	84.28
199846	85.26
199847	84.51
199848	83.42
199849	81.42
199850	83.26
199851	84.7
199852	83.69
199901	98.03
199902	92.46
199903	91.47
199904	89.3
199905	90.54
199906	91.2
199907	88.8
199908	92.82
199909	95.2
199910	94.01
199911	96.72
199912	95.2
199913	96.8
199914	95.97
199915	91.12
199916	93.48
199917	95.41
199918	95.2
199919	94.4
199920	94.94
199921	95.5
199922	95.46
199923	94.71
199924	95.48
199925	94.94
199926	95.21
199927	96.8
199928	96.66
199929	94.39
199930	94.07
199931	95.04
199932	94.57
199933	96.04
199934	95.79
199935	96.0
199936	97.32
199937	95.91
199938	93.84
199939	94.24
199940	95.68
199941	95.2
199942	95.7
199943	96.01
199944	94.78
199945	96.74
199946	98.7
199947	97.22
199948	97.5
199949	98.7
199950	95.94
199951	98.13
199952	99.2
200001	104.03
200002	107.24
200003	106.74
200004	105.57
200005	105.84
200006	106.83
200007	103.88
200008	108.75
200009	107.1
200010	108.0
200011	107.05
200012	108.97
200013	107.21
200014	105.85
200015	106.72
200016	106.4
200017	105.79
200018	105.84
200019	106.17
200020	104.13
200021	103.9
200022	104.04
200023	107.37
200024	107.04
200025	107.01
200026	108.54
200027	105.8
200028	106.4
200029	106.58
200030	105.76
200031	106.49
200032	107.06
200033	107.31
200034	106.08
200035	105.0
200036	105.6
200037	108.6
200038	106.62
200039	104.74
200040	106.86
200041	106.5
200042	109.14
200043	106.95
200044	106.24
200045	105.06
200046	105.6
200047	107.78
200048	109.18
200049	109.98
200050	106.8
200051	105.07
200052	106.08
200053	107.13
200101	115.5
200102	115.78
200103	117.9
200104	115.55
200105	116.28
200106	117.12
200107	117.04
200108	115.92
200109	117.48
200110	115.44
200111	115.4
200112	117.6
200113	119.7
200114	115.47
200115	114.33
200116	114.66
200117	114.46
200118	115.62
200119	114.45
200120	117.28
200121	114.24
200122	113.07
200123	117.4
200124	118.74
200125	116.59
200126	117.71
200127	114.82
200128	116.59
200129	120.89
200130	114.0
200131	117.6
200132	117.51
200133	117.18
200134	116.56
200135	119.97
200136	115.5
200137	117.04
200138	118.12
200139	113.88
200140	111.96
200141	113.19
200142	113.74
200143	110.36
200144	115.2
200145	116.6
200146	116.1
200147	113.28
200148	115.05
200149	117.7
200150	116.44
200151	117.45
200152	119.92
200201	75.02
200202	72.72
200203	76.36
200204	72.23
200205	73.82
200206	72.8
200207	76.5
200208	75.79
200209	74.8
200210	75.6
200211	77.26
200212	74.34
200213	78.71
200214	75.15
200215	76.93
200216	76.57
200217	74.73
200218	75.52
200219	76.61
200220	74.48
200221	77.55
200222	75.88
200223	74.46
200224	78.44
200225	74.5
200226	78.74
200227	77.44
200228	77.6
200229	77.39
200230	74.05
200231	76.94
200232	76.34
200233	77.5
200234	76.81
200235	76.36
200236	76.93
200237	76.32
200238	76.26
200239	76.49
200240	77.73
200241	75.46
200242	76.88
200243	77.52
200244	78.66
200245	75.26
200246	76.73
200247	78.57
200248	79.52
200249	77.53
200250	80.57
200251	76.14
200252	80.4
200301	85.4
200302	85.82
200303	85.07
200304	86.32
200305	86.24
200306	85.29
200307	86.49
200308	84.38
200309	86.62
200310	86.43
200311	86.94
200312	84.21
200313	86.0
200314	86.25
200315	87.45
200316	87.58
200317	85.26
200318	85.33
200319	85.28
200320	85.14
200321	86.4
200322	86.8
200323	87.32
200324	85.28
200325	85.09
200326	86.42
200327	83.93
200328	83.82
200329	85.76
200330	85.86
200331	86.29
200332	86.04
200333	86.39
200334	85.41
200335	85.49
200336	87.05
200337	85.14
200338	88.2
200339	84.03
200340	85.8
200341	86.94
200342	84.6
200343	85.68
200344	83.2
200345	84.21
200346	86.4
200347	84.46
200348	86.12
200349	83.76
200350	84.96
200351	88.2
200352	85.68
200401	97.88
200402	96.51
200403	95.48
200404	94.42
200405	94.21
200406	93.45
200407	96.57
200408	95.83
200409	94.44
200410	95.93
200411	98.01
200412	95.65
200413	93.96
200414	94.54
200415	95.2
200416	95.22
200417	94.25
200418	95.58
200419	97.44
200420	96.46
200421	94.77
200422	93.04
200423	94.52
200424	99.06
200425	98.21
200426	98.56
200427	98.0
200428	97.28
200429	96.54
200430	94.78
200431	96.72
200432	96.6
200433	97.06
200434	96.9
200435	97.87
200436	95.13
200437	94.2
200438	94.79
200439	95.89
200440	96.0
200441	95.55
200442	98.8
200443	96.56
200444	98.49
200445	96.66
200446	94.35
200447	97.5
200448	97.65
200449	97.06
200450	99.0
200451	96.17
200452	98.21
200501	104.99
200502	106.08
200503	106.46
200504	108.26
200505	106.0
200506	106.64
200507	105.0
200508	105.4
200509	109.32
200510	104.28
200511	104.29
200512	105.23
200513	105.2
200514	106.33
200515	106.02
200516	106.56
200517	104.68
200518	105.97
200519	103.86
200520	105.75
200521	105.08
200522	105.41
200523	106.56
200524	107.3
200525	104.96
200526	106.53
200527	105.08
200528	108.0
200529	103.67
200530	103.2
200531	104.18
200532	104.35
200533	107.01
200534	104.5
200535	104.92
200536	106.95
200537	105.06
200538	108.08
200539	108.81
200540	105.85
200541	106.25
200542	107.8
200543	105.85
200544	105.05
200545	109.14
200546	108.14
200547	109.48
200548	109.25
200549	108.75
200550	108.0
200551	107.88
200552	109.2
200553	112.2
200601	120.0
200602	115.72
200603	118.2
200604	118.95
200605	118.7
200606	118.58
200607	120.32
200608	119.86
200609	117.96
200610	120.65
200611	119.32
200612	117.8
200613	119.52
200614	119.7
200615	119.19
200616	117.04
200617	119.31
200618	117.54
200619	117.47
200620	118.79
200621	118.68
200622	118.75
200623	116.82
200624	116.28
200625	119.52
200626	115.44
200627	117.86
200628	119.96
200629	117.36
200630	116.56
200631	118.72
200632	117.3
200633	119.34
200634	118.76
200635	116.44
200636	119.14
200637	118.71
200638	117.86
200639	117.78
200640	118.29
200641	119.32
200642	119.25
200643	119.31
200644	120.4
200645	117.04
200646	119.18
200647	121.01
200648	119.41
200649	120.9
200650	117.83
200651	120.34
200652	122.76
200701	129.55
200702	128.76
200703	129.34
200704	128.04
200705	129.9
200706	132.8
200707	133.95
200708	127.26
200709	130.35
200710	127.78
200711	130.2
200712	128.98
200713	126.72
200714	130.5
200715	130.9
200716	129.99
200717	130.41
200718	128.7
200719	127.19
200720	127.0
200721	130.2
200722	129.28
200723	130.34
200724	127.6
200725	130.92
200726	130.54
200727	130.97
200728	129.56
200729	132.6
200730	132.93
200731	128.03
200732	131.96
200733	129.2
200734	131.04
200735	131.14
200736	128.8
200737	127.99
200738	129.52
200739	130.98
200740	125.58
200741	133.28
200742	129.86
200743	131.25
200744	131.76
200745	132.6
200746	132.24
200747	132.84
200748	130.53
200749	132.07
200750	135.74
200751	137.24
200752	137.53
200801	146.3
200802	144.96
200803	144.58
200804	145.8
200805	144.56
200806	147.2
200807	143.6
200808	146.97
200809	142.8
200810	144.55
200811	143.1
200812	144.0
200813	147.63
200814	144.97
200815	143.04
200816	143.96
200817	143.68
200818	151.34
200819	150.87
200820	152.1
200821	149.16
200822	146.68
200827	150.43
200828	151.8
200829	149.13
200830	152.53
200831	151.96
200832	150.18
200833	149.52
200834	153.4
200835	149.51
200836	153.71
200837	151.74
200838	150.88
200839	149.96
200840	150.88
200841	148.9
200842	149.94
200843	150.06
200844	151.2
200845	152.69
200846	150.39
200847	150.57
200848	153.9
200849	153.24
200850	154.58
200851	148.75
200852	155.2
200901	110.5
200902	111.56
200903	108.43
200904	110.4
200905	107.91
200906	107.52
200907	110.69
200908	111.78
200909	108.35
200910	108.8
200911	109.65
200912	105.69
200913	103.2
200914	107.95
200915	108.79
200916	111.33
200917	107.25
200918	108.99
200919	109.2
200920	111.3
200921	113.6
200922	112.1
200923	114.48
200924	112.29
200925	115.58
200926	113.4
200927	111.78
200928	115.52
200929	110.45
200930	112.84
200931	114.55
200932	110.4
200933	111.8
200934	113.15
200935	114.08
200936	113.1
200937	116.17
200938	112.32
200939	111.79
200940	112.5
200941	112.85
200942	111.78
200943	111.82
200944	114.62
200945	117.0
200946	115.5
200947	116.85
200948	114.51
200949	112.37
201001	127.0
201002	124.42
201003	123.1
201004	124.95
201005	127.24
201006	124.74
201007	122.84
201008	125.28
201009	123.2
201010	125.06
201011	123.12
201012	120.06
201013	118.8
201014	125.18
201015	121.78
201016	124.11
201017	122.01
201018	120.98
201019	125.12
201020	126.67
201021	127.16
201022	130.55
201023	128.12
201024	126.9
201025	126.38
201026	125.6
201027	124.11
201028	127.5
201029	124.37
201030	125.6
201031	121.5
201032	122.42
201033	125.78
201034	125.25
201035	124.25
201036	127.1
201037	124.16
201038	122.2
201039	124.46
201040	125.44
201041	123.2
201042	126.0
201043	126.36
201044	121.38
201045	122.04
201049	131.75
201050	125.24
201051	127.15
201052	128.1
201101	155.52
201102	137.31
201103	136.5
201104	137.76
201105	134.68
201106	136.65
201110	139.62
201111	136.69
201112	132.77
201113	138.82
201114	138.72
201115	138.21
201116	139.28
201117	136.32
201118	137.64
201119	136.84
201120	136.18
201121	137.2
201122	139.92
201123	138.19
201124	136.8
201125	133.28
201126	136.8
201127	135.72
201128	139.36
201129	138.0
201130	136.69
201131	139.47
201132	136.83
201133	134.05
201134	135.47
201135	136.96
201136	137.95
201137	137.36
201138	135.16
201139	139.74
201140	139.92
201141	136.27
201142	136.53
201143	135.32
201144	143.0
201145	140.76
201146	141.44
201147	137.35
201148	141.0
201149	142.56
201150	138.38
201151	136.62
201152	144.56
201153	142.49
201201	153.56
201202	153.01
201203	151.08
201204	149.76
201205	154.44
201206	152.71
201207	153.49
201208	148.71
201209	154.44
201210	153.64
201211	150.93
201212	152.55
201213	151.2
201214	153.6
201215	152.7
201216	149.93
201217	150.46
201218	153.67
201219	151.28
201220	153.64
201221	150.87
201222	154.0
201223	154.51
201224	150.35
201225	153.18
201226	150.52
201227	151.53
201228	148.76
201229	152.94
201230	146.7
201231	151.54
201232	152.22
201233	151.8
201234	151.95
201235	152.64
201240	151.94
201241	153.0
201242	148.8
201243	154.08
201244	150.48
201245	153.72
201246	159.6
201247	163.66
201248	154.85
201249	155.01
201250	153.71
201251	155.1
201252	158.3
201301	172.5
201302	164.33
201303	172.02
201304	171.64
201305	170.54
201306	165.0
201307	170.65
201308	164.89
201309	169.47
201310	171.15
201311	165.55
201312	167.7
201313	166.6
201314	166.4
201315	167.75
201316	159.93
201317	163.4
201318	168.31
201319	163.14
201320	165.24
201321	165.41
201322	166.37
201323	166.32
201324	161.41
201325	163.48
201326	158.93
201327	159.53
201328	160.8
201329	154.05
201330	159.22
201331	153.92
201332	156.51
201333	159.6
201334	158.45
201335	160.23
201336	158.08
201337	160.42
201338	156.48
201339	158.08
201340	160.63
201341	160.65
201342	160.0
201343	160.38
201344	164.0
201345	168.54
201346	162.45
201347	169.05
201348	171.57
201349	166.44
201350	167.7
201351	168.0
201352	178.25
201401	183.54
201402	185.15
201403	177.5
201404	180.0
201405	179.47
201406	180.2
201407	176.7
201408	178.8
201409	177.0
201410	186.74
201411	180.81
201412	183.34
201413	185.88
201414	184.68
201415	179.78
201416	180.54
201417	182.36
201418	175.15
201419	172.55
201420	177.76
201421	181.25
201422	179.47
201423	179.47
201424	175.0
201425	175.24
201426	173.6
201427	174.41
201428	173.9
201429	172.2
201430	171.44
201431	168.77
201432	171.6
201433	172.67
201434	174.15
201435	170.34
201436	172.48
201437	173.9
201438	172.28
201439	174.64
201440	174.84
201441	175.47
201442	172.2
201443	175.53
201444	173.94
201445	177.31
201446	180.84
201447	180.0
201448	180.92
201449	179.4
201450	179.55
201451	180.81
201452	184.25
201501	197.69
201502	194.81
201503	187.78
201504	191.12
201505	191.8
201506	187.96
201507	187.77
201508	188.75
201509	191.7
201510	190.02
201511	192.34
201512	196.14
201513	195.84
201514	198.83
201515	192.21
201516	187.85
201517	191.16
201518	192.05
201519	189.7
201520	190.08
201521	191.25
201522	191.13
201523	191.1
201524	191.1
201525	188.86
201526	188.5
201527	190.35
201528	191.54
201529	189.0
201530	189.72
201531	189.21
201532	184.98
201533	191.1
201534	187.24
201535	187.8
201536	188.19
201537	189.49
201538	189.68
201539	190.8
201540	198.0
201541	196.43
201542	193.2
201543	192.4
201544	195.44
